16666	72183	57465	24431	99101
39501	38225	42199	69997	88544
51219	73128	71192	18759	19364
87074	47534	55720	32536	20503
81191	92610	11584	97952	49204
7924	19075	49316	19964	15990
57114	28799	78868	21130	16117
82693	70735	79691	52890	11327
40154	37119	60205	36839	93382
72151	50633	67836	40357	44913
94529	27766	24613	70579	53412
50974	31079	56537	2330	3945
18380	41196	76634	55101	4676
75773	64973	45725	64407	28388
50530	37596	46315	24927	29236
27178	57129	82592	73175	76194
706	25948	19489	46314	29675
26613	2541	88466	48767	68510
95258	9053	61153	4327	64901
41083	34423	66007	18703	65070
13370	69652	3057	88383	47625
49184	28705	22793	86967	83616
68134	37978	29140	13650	99073
41929	69118	18166	9569	41372
1567	61084	810	32477	78275
24404	50698	61233	884	86965
12255	86497	16381	6893	62093
32470	13981	17570	32718	14136
31206	51758	79964	54645	7022
57304	30223	16694	25046	68880
58634	37052	61029	57998	17112
35022	39459	35297	31956	63656
84968	64445	13226	68291	34753
56853	14751	73195	50154	86618
71811	18719	53590	30312	77934
40237	70991	80097	75140	70054
39417	68926	58766	97207	91049
99699	85786	50012	43268	93774
55092	21554	69396	36597	8613
27685	13161	65055	83897	8302
68040	53428	46374	81422	7670
51412	5288	20158	86377	97348
4901	28024	55628	46113	59809
1149	43829	78968	89582	4847
24540	48842	25172	35320	259
49440	60160	2114	3798	34522
22932	45804	57255	22086	78436
75728	8686	91641	36759	26158
46484	88709	48185	26053	37555
15881	58863	87868	9723	61354
62749	33789	49309	47252	61660
952	41921	57152	87650	81971
47566	34381	98900	87209	38063
11976	34551	48115	80566	81004
10907	48485	22578	28001	24642
67230	97497	16028	25081	67399
71769	94004	64398	80553	14098
72374	9345	23521	9225	78110
21730	59955	96960	45272	67111
87659	16643	96404	83753	94690
26629	15505	90003	260	96122
65095	78557	26170	52995	92754
73283	62079	30157	82359	23437
40802	93057	38492	59485	93802
54201	26826	92529	35386	43481
49260	5147	2395	69517	77225
18021	31527	90845	4432	78188
78253	98464	47928	60471	46545
89223	98936	31750	20557	2726
3419	62252	43558	10217	64473
84984	25184	14320	74372	83311
39813	31172	43714	48703	34726
61063	17856	30251	99689	32574
31189	66744	33758	65411	89746
83280	25464	80995	17293	74496
75653	27329	94577	93395	2655
48566	8822	64305	84714	55684
54729	18986	52757	9907	15292
94958	84935	13190	15819	62331
23499	75086	25158	90617	67506
59155	29707	72233	65206	76090
66446	47234	65395	90324	42096
91764	19201	24403	6476	77123
86404	86354	48713	17740	92958
12927	73535	39920	94768	27838
63390	68156	43590	71853	88037
71936	3515	36046	98350	19515
54115	7098	18464	93898	56256
70431	94479	19127	18632	37604
4478	17093	21538	87467	22595
45357	36819	3445	80878	94694
50659	25309	29840	8935	73172
76358	96001	17757	838	37319
52979	41727	63831	30146	5604
70359	72507	71819	22753	16388
95206	39463	91082	77739	7158
91488	4540	1716	49469	11488
6891	25665	85585	9119	47995
60976	40075	92816	36170	24242
69438	64821	96410	2874	74384
45145	39052	4790	81010	77041
2711	92316	31023	96467	71435
18498	78983	51441	31423	58395
83211	87318	2893	80265	41109
17356	38418	12692	29200	40639
14586	8156	13694	3740	12694
31724	81276	19323	91951	4158
75892	10303	10134	58465	35734
5700	9315	59999	86473	69541
49495	81615	27597	24118	18613
93021	26523	54268	79439	3954
10999	15985	79747	43030	98634
67185	16437	66199	62740	47378
43081	926	4314	25565	91123
94869	71885	20761	19008	94537
99368	18339	45324	75683	70316
76606	2129	73152	41272	15893
47518	96149	26886	69771	69488
42757	94354	64927	85306	48747
29964	91500	26593	36249	29864
21940	24088	30298	22103	67373
23982	63552	74785	68304	45084
82363	27009	74643	81161	99737
85332	30783	14382	34936	1560
4909	8587	50646	76529	95009
84008	51768	24383	81870	6648
79883	57739	73296	37318	20824
41798	43075	29301	90362	36171
31379	26408	64054	84847	51457
99665	6666	85642	44284	19696
16387	39291	65383	85381	17246
37104	49153	68352	2769	60789
44668	30669	67151	81414	91782
63822	13413	30822	25912	69100
43119	33509	51934	11173	25088
15451	19392	88481	11497	70834
83052	62531	49895	32658	70225
9584	51468	59318	9488	51140
35820	3559	64943	17855	34657
95621	373	1996	4152	84297
40340	22598	87272	81276	96000
93399	67728	65447	48691	1183
30803	78164	15998	56419	98112
53297	82706	70814	18001	412
50958	93465	27223	4067	16604
76055	68528	85122	33969	25686
38912	56890	61071	43425	94973
36840	16768	57103	15880	87970
48108	5731	37743	97366	42276
37312	93250	53765	11185	41686
75404	16350	82670	93211	68451
65670	14598	94750	23259	34973
35121	38405	93755	12033	23410
93551	82394	5521	12609	98097
58018	41284	49066	86388	14858
12849	88231	8189	62081	22491
35001	92255	28911	80660	38731
70698	64464	31663	85122	94170
43632	92667	91853	94332	34377
20583	54395	33498	54576	76943
85691	66859	16962	23903	77021
99577	60642	42772	29322	97838
59447	72726	37332	42770	6495
29896	81794	81878	3226	75989
76040	35691	70666	96114	42265
85973	75409	44823	67960	97299
38910	19675	34763	38815	99646
98660	24517	14091	12427	58421
24284	7986	95987	65353	32902
94104	92135	29901	92583	24767
78299	91141	93031	64715	4604
97110	93050	17535	82738	41887
31592	73964	65601	97902	3380
48507	85743	15813	79284	88436
50960	96023	18611	77469	63285
96638	130	17074	12096	89508
2624	89062	55772	69901	84378
72846	28936	56499	73858	86287
29612	49321	24635	51100	73112
82287	64424	56876	60670	74656
70433	74145	89756	69155	18553
62502	88143	38158	1709	88020
78442	89211	44078	41635	83775
13562	90613	24544	28914	68089
72368	66292	40996	21240	56508
41926	26860	18477	35780	74680
71467	19119	75255	45402	79589
81169	3794	76098	47524	33631
75516	71141	31698	69373	39191
43735	19158	33352	80303	49257
61052	76236	34186	57353	74807
15560	26119	48830	27325	61877
98204	1820	28976	53534	12927
38791	58596	88823	63142	4468
81584	73431	45356	16142	32941
22102	52582	16983	81987	76905
2783	51497	84994	36787	27718
76574	88344	5974	43629	81787
43865	97475	11777	69385	39842
87511	69867	50370	40066	80412
52247	16684	38709	13597	5459
17746	29172	10539	32198	72152
37425	33631	9361	91218	43290
29033	44319	42499	33417	6483
20435	67236	3934	5816	53122
29334	23702	52407	42703	91278
23438	81269	73287	84248	13317
47054	58573	61932	23257	94674
88469	55590	52388	10909	40047
17208	38896	11811	33080	40362
306	33474	81069	35128	49040
19825	31799	33038	3852	42100
13053	97571	40232	98210	78478
51537	86930	70279	57175	49648
64621	99766	833	88092	39082
47249	20224	22681	70085	46241
14078	86635	38276	14357	54449
71281	15905	74371	63221	96455
13879	66152	70062	82314	90390
85186	28348	74361	47746	4759
85844	80089	32765	75448	11120
1549	6718	29431	94067	39844
21781	2085	53447	21041	53887
61226	6455	3344	22571	94389
89065	55980	98822	27077	23515
55933	16190	88820	86084	83268
59447	29003	18251	53309	26372
39432	1546	31943	7352	89251
36427	60259	53353	44670	16064
88882	30564	90690	74829	54165
16224	60846	4745	36106	70453
80055	87209	58649	80102	50153
21613	53775	22168	47649	10969
84728	54530	30488	16568	78741
34915	44225	72499	15157	78633
20381	62319	62513	20450	95437
5576	88581	70582	74047	97951
70259	43127	95734	62543	21348
50588	28551	3073	19481	15494
84731	92983	55888	14484	18105
66461	6364	75547	30315	95285
83996	98775	85056	34029	76931
42143	65756	54915	20771	86252
48519	78207	51199	19261	77458
98995	95263	88687	16648	94550
22021	55972	16240	31955	42044
17245	68989	44616	92933	84735
90970	96072	12496	83435	75804
53940	62174	5558	52618	22044
68771	82039	13359	33012	26084
62065	81265	48162	41921	24206
76253	45761	9103	99349	24461
27125	19303	67824	63546	21339
40686	53888	549	54871	47593
79965	1431	32951	50166	58394
11638	38617	36138	59953	63135
70134	13005	61840	17668	74676
60768	33764	49426	58752	82045
8248	49189	52760	17741	87765
60018	92007	30167	23937	41080
40104	78042	85993	71210	69917
93311	82775	21196	99229	15470
49089	26012	73771	17471	82019
84741	65975	12541	59766	81054
32600	95814	21423	86269	96855
87020	24179	52794	33275	68644
6438	88694	77431	69971	67618
21979	26231	61316	88633	60368
24619	3051	82839	685	92865
96867	98876	17858	11057	95430
67197	4535	32784	9412	17573
72891	41325	42885	49235	12706
14948	97604	35522	35022	34504
65195	55848	30854	28345	40651
19773	94884	58816	25095	64449
78384	60775	65986	42694	39867
57568	65254	99557	25687	62271
25771	50150	16513	52510	27602
13905	64444	58745	16390	81710
32680	43594	9292	47881	59972
35426	76574	20171	25624	13971
8934	9593	63801	56063	71156
85456	25244	61567	39960	77232
16190	44488	6100	35483	64708
26990	16397	64944	54283	10727
14376	5341	42076	26834	78344
18421	70008	10543	48902	53216
73824	60408	11949	97990	85976
47072	4424	25984	95143	7758
78239	73231	57298	79317	20296
47763	91337	11643	12063	30666
43006	85959	30443	73340	65062
35966	61515	13625	73888	23342
57746	9786	57243	55541	96552
88067	89912	96534	75910	46397
69062	27463	92686	83283	8321
93063	95852	26956	37437	18141
15286	21683	50709	38343	33698
7136	89869	39300	68368	75754
55442	83197	36278	96121	39388
37407	99327	18654	99434	83680
70648	27012	96322	44449	94868
63808	8296	29947	7061	91999
946	77445	71301	12111	50395
28440	54357	50482	95959	4332
85449	67593	73546	70304	47221
67361	78028	57444	10269	79468
15178	21236	26841	20665	5057
76739	77115	71779	21719	93827
90106	77914	1460	471	53357
972	62874	12815	32000	43018
5419	97222	49936	59956	26032
95104	10728	97239	78481	71185
28322	703	47576	21180	11258
18719	81231	55061	34356	90173
44274	89175	52950	1492	76249
82276	11909	62774	40410	65588
2923	11340	34191	94598	80849
67910	87846	52707	51643	30086
14287	71066	66478	40846	97848
